frame_id,timestamp_utc,year,month,day,hour,split,source_file,file_size_bytes,spatial_height,spatial_width,channels
INSAT3D_20140804_0000Z,2014-08-04T00:00:00Z,2014,8,4,0,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.00.npz,560773,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_0300Z,2014-08-04T03:00:00Z,2014,8,4,3,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.03.npz,555499,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_0600Z,2014-08-04T06:00:00Z,2014,8,4,6,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.06.npz,576311,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_0900Z,2014-08-04T09:00:00Z,2014,8,4,9,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.09.npz,595088,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_1200Z,2014-08-04T12:00:00Z,2014,8,4,12,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.12.npz,587260,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_1500Z,2014-08-04T15:00:00Z,2014,8,4,15,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.15.npz,570473,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_1800Z,2014-08-04T18:00:00Z,2014,8,4,18,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.18.npz,568521,72,116,"TIR1,TIR2,WV"
INSAT3D_20140804_2100Z,2014-08-04T21:00:00Z,2014,8,4,21,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.04.21.npz,567988,72,116,"TIR1,TIR2,WV"
INSAT3D_20140805_0000Z,2014-08-05T00:00:00Z,2014,8,5,0,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.08.05.00.npz,561547,72,116,"TIR1,TIR2,WV"
INSAT3D_20141024_0900Z,2014-10-24T09:00:00Z,2014,10,24,9,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.24.09.npz,549649,72,116,"TIR1,TIR2,WV"
INSAT3D_20141024_1200Z,2014-10-24T12:00:00Z,2014,10,24,12,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.24.12.npz,523560,72,116,"TIR1,TIR2,WV"
INSAT3D_20141024_1500Z,2014-10-24T15:00:00Z,2014,10,24,15,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.24.15.npz,498963,72,116,"TIR1,TIR2,WV"
INSAT3D_20141024_1800Z,2014-10-24T18:00:00Z,2014,10,24,18,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.24.18.npz,496802,72,116,"TIR1,TIR2,WV"
INSAT3D_20141024_2100Z,2014-10-24T21:00:00Z,2014,10,24,21,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.24.21.npz,499143,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_0000Z,2014-10-25T00:00:00Z,2014,10,25,0,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.00.npz,498317,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_0300Z,2014-10-25T03:00:00Z,2014,10,25,3,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.03.npz,493845,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_0600Z,2014-10-25T06:00:00Z,2014,10,25,6,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.06.npz,518017,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_0900Z,2014-10-25T09:00:00Z,2014,10,25,9,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.09.npz,540459,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_1200Z,2014-10-25T12:00:00Z,2014,10,25,12,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.12.npz,514889,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_1500Z,2014-10-25T15:00:00Z,2014,10,25,15,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.15.npz,489980,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_1800Z,2014-10-25T18:00:00Z,2014,10,25,18,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.18.npz,488198,72,116,"TIR1,TIR2,WV"
INSAT3D_20141025_2100Z,2014-10-25T21:00:00Z,2014,10,25,21,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.25.21.npz,493342,72,116,"TIR1,TIR2,WV"
INSAT3D_20141026_0000Z,2014-10-26T00:00:00Z,2014,10,26,0,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.10.26.00.npz,493793,72,116,"TIR1,TIR2,WV"
INSAT3D_20141104_2100Z,2014-11-04T21:00:00Z,2014,11,4,21,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.04.21.npz,494951,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_0000Z,2014-11-05T00:00:00Z,2014,11,5,0,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.00.npz,491858,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_0300Z,2014-11-05T03:00:00Z,2014,11,5,3,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.03.npz,493758,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_0600Z,2014-11-05T06:00:00Z,2014,11,5,6,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.06.npz,518959,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_0900Z,2014-11-05T09:00:00Z,2014,11,5,9,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.09.npz,539172,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_1200Z,2014-11-05T12:00:00Z,2014,11,5,12,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.12.npz,518764,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_1500Z,2014-11-05T15:00:00Z,2014,11,5,15,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.15.npz,497567,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_1800Z,2014-11-05T18:00:00Z,2014,11,5,18,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.18.npz,494713,72,116,"TIR1,TIR2,WV"
INSAT3D_20141105_2100Z,2014-11-05T21:00:00Z,2014,11,5,21,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.05.21.npz,492168,72,116,"TIR1,TIR2,WV"
INSAT3D_20141106_0000Z,2014-11-06T00:00:00Z,2014,11,6,0,PRETRAIN_TRAIN,data/interim/gridsat/2014/gridsat_2014.11.06.00.npz,485905,72,116,"TIR1,TIR2,WV"
INSAT3D_20150621_1500Z,2015-06-21T15:00:00Z,2015,6,21,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.21.15.npz,542638,72,116,"TIR1,TIR2,WV"
INSAT3D_20150621_1800Z,2015-06-21T18:00:00Z,2015,6,21,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.21.18.npz,541308,72,116,"TIR1,TIR2,WV"
INSAT3D_20150621_2100Z,2015-06-21T21:00:00Z,2015,6,21,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.21.21.npz,540902,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_0000Z,2015-06-22T00:00:00Z,2015,6,22,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.00.npz,541553,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_0300Z,2015-06-22T03:00:00Z,2015,6,22,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.03.npz,537294,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_0600Z,2015-06-22T06:00:00Z,2015,6,22,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.06.npz,552267,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_0900Z,2015-06-22T09:00:00Z,2015,6,22,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.09.npz,565476,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_1200Z,2015-06-22T12:00:00Z,2015,6,22,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.12.npz,554475,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_1500Z,2015-06-22T15:00:00Z,2015,6,22,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.15.npz,529169,72,116,"TIR1,TIR2,WV"
INSAT3D_20150622_1800Z,2015-06-22T18:00:00Z,2015,6,22,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.06.22.18.npz,525648,72,116,"TIR1,TIR2,WV"
INSAT3D_20150709_1200Z,2015-07-09T12:00:00Z,2015,7,9,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.09.12.npz,553300,72,116,"TIR1,TIR2,WV"
INSAT3D_20150709_1500Z,2015-07-09T15:00:00Z,2015,7,9,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.09.15.npz,532154,72,116,"TIR1,TIR2,WV"
INSAT3D_20150709_1800Z,2015-07-09T18:00:00Z,2015,7,9,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.09.18.npz,529334,72,116,"TIR1,TIR2,WV"
INSAT3D_20150709_2100Z,2015-07-09T21:00:00Z,2015,7,9,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.09.21.npz,536755,72,116,"TIR1,TIR2,WV"
INSAT3D_20150710_0000Z,2015-07-10T00:00:00Z,2015,7,10,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.10.00.npz,539362,72,116,"TIR1,TIR2,WV"
INSAT3D_20150710_0300Z,2015-07-10T03:00:00Z,2015,7,10,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.10.03.npz,541593,72,116,"TIR1,TIR2,WV"
INSAT3D_20150710_0600Z,2015-07-10T06:00:00Z,2015,7,10,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.10.06.npz,560673,72,116,"TIR1,TIR2,WV"
INSAT3D_20150710_0900Z,2015-07-10T09:00:00Z,2015,7,10,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.10.09.npz,575166,72,116,"TIR1,TIR2,WV"
INSAT3D_20150725_0900Z,2015-07-25T09:00:00Z,2015,7,25,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.25.09.npz,608818,72,116,"TIR1,TIR2,WV"
INSAT3D_20150725_1200Z,2015-07-25T12:00:00Z,2015,7,25,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.25.12.npz,605172,72,116,"TIR1,TIR2,WV"
INSAT3D_20150725_1500Z,2015-07-25T15:00:00Z,2015,7,25,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.25.15.npz,574679,72,116,"TIR1,TIR2,WV"
INSAT3D_20150725_1800Z,2015-07-25T18:00:00Z,2015,7,25,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.25.18.npz,563622,72,116,"TIR1,TIR2,WV"
INSAT3D_20150725_2100Z,2015-07-25T21:00:00Z,2015,7,25,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.25.21.npz,560628,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_0000Z,2015-07-26T00:00:00Z,2015,7,26,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.00.npz,556151,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_0300Z,2015-07-26T03:00:00Z,2015,7,26,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.03.npz,553389,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_0600Z,2015-07-26T06:00:00Z,2015,7,26,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.06.npz,570058,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_0900Z,2015-07-26T09:00:00Z,2015,7,26,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.09.npz,585619,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_1200Z,2015-07-26T12:00:00Z,2015,7,26,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.12.npz,574644,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_1500Z,2015-07-26T15:00:00Z,2015,7,26,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.15.npz,552596,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_1800Z,2015-07-26T18:00:00Z,2015,7,26,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.18.npz,549764,72,116,"TIR1,TIR2,WV"
INSAT3D_20150726_2100Z,2015-07-26T21:00:00Z,2015,7,26,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.26.21.npz,554749,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_0000Z,2015-07-27T00:00:00Z,2015,7,27,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.00.npz,556444,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_0300Z,2015-07-27T03:00:00Z,2015,7,27,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.03.npz,562048,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_0600Z,2015-07-27T06:00:00Z,2015,7,27,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.06.npz,578420,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_0900Z,2015-07-27T09:00:00Z,2015,7,27,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.09.npz,597741,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_1200Z,2015-07-27T12:00:00Z,2015,7,27,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.12.npz,593494,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_1500Z,2015-07-27T15:00:00Z,2015,7,27,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.15.npz,565058,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_1800Z,2015-07-27T18:00:00Z,2015,7,27,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.18.npz,559921,72,116,"TIR1,TIR2,WV"
INSAT3D_20150727_2100Z,2015-07-27T21:00:00Z,2015,7,27,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.27.21.npz,560226,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_0000Z,2015-07-28T00:00:00Z,2015,7,28,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.00.npz,547972,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_0300Z,2015-07-28T03:00:00Z,2015,7,28,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.03.npz,542538,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_0600Z,2015-07-28T06:00:00Z,2015,7,28,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.06.npz,561105,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_0900Z,2015-07-28T09:00:00Z,2015,7,28,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.09.npz,577419,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_1200Z,2015-07-28T12:00:00Z,2015,7,28,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.12.npz,574704,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_1500Z,2015-07-28T15:00:00Z,2015,7,28,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.15.npz,554833,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_1800Z,2015-07-28T18:00:00Z,2015,7,28,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.18.npz,553430,72,116,"TIR1,TIR2,WV"
INSAT3D_20150728_2100Z,2015-07-28T21:00:00Z,2015,7,28,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.28.21.npz,552303,72,116,"TIR1,TIR2,WV"
INSAT3D_20150729_0000Z,2015-07-29T00:00:00Z,2015,7,29,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.07.29.00.npz,543971,72,116,"TIR1,TIR2,WV"
INSAT3D_20150915_1200Z,2015-09-15T12:00:00Z,2015,9,15,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.15.12.npz,577432,72,116,"TIR1,TIR2,WV"
INSAT3D_20150915_1500Z,2015-09-15T15:00:00Z,2015,9,15,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.15.15.npz,546323,72,116,"TIR1,TIR2,WV"
INSAT3D_20150915_1800Z,2015-09-15T18:00:00Z,2015,9,15,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.15.18.npz,540037,72,116,"TIR1,TIR2,WV"
INSAT3D_20150915_2100Z,2015-09-15T21:00:00Z,2015,9,15,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.15.21.npz,538919,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_0000Z,2015-09-16T00:00:00Z,2015,9,16,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.00.npz,536303,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_0300Z,2015-09-16T03:00:00Z,2015,9,16,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,533045,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_0600Z,2015-09-16T06:00:00Z,2015,9,16,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,552848,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_0900Z,2015-09-16T09:00:00Z,2015,9,16,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,578145,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_1200Z,2015-09-16T12:00:00Z,2015,9,16,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.12.npz,572259,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_1500Z,2015-09-16T15:00:00Z,2015,9,16,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.15.npz,535503,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_1800Z,2015-09-16T18:00:00Z,2015,9,16,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.18.npz,524447,72,116,"TIR1,TIR2,WV"
INSAT3D_20150916_2100Z,2015-09-16T21:00:00Z,2015,9,16,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.16.21.npz,530392,72,116,"TIR1,TIR2,WV"
INSAT3D_20150917_0000Z,2015-09-17T00:00:00Z,2015,9,17,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.09.17.00.npz,536242,72,116,"TIR1,TIR2,WV"
INSAT3D_20151008_0900Z,2015-10-08T09:00:00Z,2015,10,8,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.08.09.npz,559277,72,116,"TIR1,TIR2,WV"
INSAT3D_20151008_1200Z,2015-10-08T12:00:00Z,2015,10,8,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.08.12.npz,546422,72,116,"TIR1,TIR2,WV"
INSAT3D_20151008_1500Z,2015-10-08T15:00:00Z,2015,10,8,15,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.08.15.npz,526976,72,116,"TIR1,TIR2,WV"
INSAT3D_20151008_1800Z,2015-10-08T18:00:00Z,2015,10,8,18,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.08.18.npz,524453,72,116,"TIR1,TIR2,WV"
INSAT3D_20151008_2100Z,2015-10-08T21:00:00Z,2015,10,8,21,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.08.21.npz,524194,72,116,"TIR1,TIR2,WV"
INSAT3D_20151009_0000Z,2015-10-09T00:00:00Z,2015,10,9,0,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.09.00.npz,516783,72,116,"TIR1,TIR2,WV"
INSAT3D_20151009_0300Z,2015-10-09T03:00:00Z,2015,10,9,3,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.09.03.npz,504023,72,116,"TIR1,TIR2,WV"
INSAT3D_20151009_0600Z,2015-10-09T06:00:00Z,2015,10,9,6,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.09.06.npz,527260,72,116,"TIR1,TIR2,WV"
INSAT3D_20151009_0900Z,2015-10-09T09:00:00Z,2015,10,9,9,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.09.09.npz,549599,72,116,"TIR1,TIR2,WV"
INSAT3D_20151009_1200Z,2015-10-09T12:00:00Z,2015,10,9,12,PRETRAIN_TRAIN,data/interim/gridsat/2015/gridsat_2015.10.09.12.npz,534279,72,116,"TIR1,TIR2,WV"
