timestamp,split,num_frame_refs,frame_references,is_t0,storms,era5_availability,extraction_status
2002-11-10T00:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.10.00.npz,False,NIO_2002_UNNAMED_25,AVAILABLE,PENDING
2002-11-10T03:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.10.03.npz,False,NIO_2002_UNNAMED_25,AVAILABLE,PENDING
2002-11-10T06:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.10.06.npz,False,NIO_2002_UNNAMED_25,AVAILABLE,PENDING
2002-11-10T09:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.10.09.npz,False,NIO_2002_UNNAMED_25,AVAILABLE,PENDING
2002-11-10T12:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.10.12.npz,True,NIO_2002_UNNAMED_25,AVAILABLE,PENDING
2002-11-22T15:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.22.15.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-22T18:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.22.18.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-22T21:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.22.21.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T00:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.00.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T03:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.03.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T06:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.06.npz,True,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T09:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.09.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T12:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.12.npz,True,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T15:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.15.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T18:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.18.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-23T21:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.23.21.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-24T00:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.24.00.npz,True,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-24T03:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.24.03.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-24T06:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.24.06.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-24T09:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.24.09.npz,False,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2002-11-24T12:00:00Z,TRAIN,1,data/interim/gridsat/2002/gridsat_2002.11.24.12.npz,True,NIO_2002_UNNAMED_29,AVAILABLE,PENDING
2005-01-14T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.01.14.12.npz,False,NIO_2005_IN,AVAILABLE,PENDING
2005-01-14T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.01.14.15.npz,False,NIO_2005_IN,AVAILABLE,PENDING
2005-01-14T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.01.14.18.npz,False,NIO_2005_IN,AVAILABLE,PENDING
2005-01-14T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.01.14.21.npz,False,NIO_2005_IN,AVAILABLE,PENDING
2005-01-15T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.01.15.00.npz,False,NIO_2005_IN,AVAILABLE,PENDING
2005-01-15T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.01.15.03.npz,True,NIO_2005_IN,AVAILABLE,PENDING
2005-09-17T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.17.15.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-17T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.17.18.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-17T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.17.21.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-18T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.18.00.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-18T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.18.03.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-18T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.18.06.npz,True,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-18T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.18.09.npz,True,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-18T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.18.12.npz,True,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-18T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.18.21.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-19T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.19.00.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-19T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.19.03.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-19T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.19.06.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-19T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.19.09.npz,False,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-09-19T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.09.19.12.npz,True,NIO_2005_UNNAMED_2_7_1,AVAILABLE,PENDING
2005-10-25T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.25.12.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-25T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.25.15.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-25T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.25.18.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-25T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.25.21.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.00.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.03.npz,True,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.06.npz,True,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.09.npz,True,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.12.npz,True,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.15.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.18.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-26T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.26.21.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-27T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.27.00.npz,False,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-10-27T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.10.27.03.npz,True,NIO_2005_UNNAMED_2_8_1,AVAILABLE,PENDING
2005-11-19T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.19.12.npz,False,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-19T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.19.15.npz,False,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-19T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.19.18.npz,False,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-19T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.19.21.npz,False,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-20T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.20.00.npz,False,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-20T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.20.03.npz,True,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-20T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.20.06.npz,True,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-20T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.20.09.npz,True,NIO_2005_UNNAMED_2_9_1,AVAILABLE,PENDING
2005-11-27T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.27.12.npz,False,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-27T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.27.15.npz,False,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-27T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.27.18.npz,False,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-27T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.27.21.npz,False,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.00.npz,False,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.03.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.06.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.09.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.12.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.15.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.18.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-28T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.28.21.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.00.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.03.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.06.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.09.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.12.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.15.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.18.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-29T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.29.21.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-30T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.30.00.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-11-30T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.11.30.03.npz,True,NIO_2005_UNNAMED_2_10,AVAILABLE,PENDING
2005-12-05T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.05.12.npz,False,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-05T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.05.15.npz,False,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-05T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.05.18.npz,False,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-05T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.05.21.npz,False,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.00.npz,False,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.03.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.06.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.09.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.12.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.15.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.18.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-06T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.06.21.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.00.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.03.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.06.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.09.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.12.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.15.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.18.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-07T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.07.21.npz,True,NIO_2005_UNNAMED_2_11_1,AVAILABLE,PENDING
2005-12-14T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.14.21.npz,False,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.00.npz,False,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.03.npz,False,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.06.npz,False,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.09.npz,False,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.12.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.15.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.18.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-15T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.15.21.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.00.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.03.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.06.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.09.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.12.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.15.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.18.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-16T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.16.21.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.00.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.03.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.06.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.09.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.12.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.15.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.18.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-17T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.17.21.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.00.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.03.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.06.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.09.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.12.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.15.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.18.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-18T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.18.21.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.00.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T03:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.03.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T06:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.06.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T09:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.09.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T12:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.12.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T15:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.15.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T18:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.18.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-19T21:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.19.21.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
2005-12-20T00:00:00Z,TRAIN,1,data/interim/gridsat/2005/gridsat_2005.12.20.00.npz,True,NIO_2005_UNNAMED_2_12_1,AVAILABLE,PENDING
