sample_id,storm_id,storm_name,split,t0_utc,gridsat_sequence_reference,imerg_sequence_reference,gridsat_frame_count,imerg_frame_count,spatial_shape,normalization_version,modality_status,target_status,leakage_check,dataset_status
NIO_2005_UNNAMED_2_10_20051128_0900Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-28T09:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.27.18.npz|data/interim/gridsat/2005/gridsat_2005.11.27.21.npz|data/interim/gridsat/2005/gridsat_2005.11.28.00.npz|data/interim/gridsat/2005/gridsat_2005.11.28.03.npz|data/interim/gridsat/2005/gridsat_2005.11.28.06.npz|data/interim/gridsat/2005/gridsat_2005.11.28.09.npz,3B-HHR.MS.MRG.3IMERG.20051127-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051127-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S090000-E092959.0540.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051128_1200Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-28T12:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.27.21.npz|data/interim/gridsat/2005/gridsat_2005.11.28.00.npz|data/interim/gridsat/2005/gridsat_2005.11.28.03.npz|data/interim/gridsat/2005/gridsat_2005.11.28.06.npz|data/interim/gridsat/2005/gridsat_2005.11.28.09.npz|data/interim/gridsat/2005/gridsat_2005.11.28.12.npz,3B-HHR.MS.MRG.3IMERG.20051127-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S120000-E122959.0720.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051128_1500Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-28T15:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.00.npz|data/interim/gridsat/2005/gridsat_2005.11.28.03.npz|data/interim/gridsat/2005/gridsat_2005.11.28.06.npz|data/interim/gridsat/2005/gridsat_2005.11.28.09.npz|data/interim/gridsat/2005/gridsat_2005.11.28.12.npz|data/interim/gridsat/2005/gridsat_2005.11.28.15.npz,3B-HHR.MS.MRG.3IMERG.20051128-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S150000-E152959.0900.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051128_1800Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-28T18:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.03.npz|data/interim/gridsat/2005/gridsat_2005.11.28.06.npz|data/interim/gridsat/2005/gridsat_2005.11.28.09.npz|data/interim/gridsat/2005/gridsat_2005.11.28.12.npz|data/interim/gridsat/2005/gridsat_2005.11.28.15.npz|data/interim/gridsat/2005/gridsat_2005.11.28.18.npz,3B-HHR.MS.MRG.3IMERG.20051128-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S180000-E182959.1080.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051128_2100Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-28T21:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.06.npz|data/interim/gridsat/2005/gridsat_2005.11.28.09.npz|data/interim/gridsat/2005/gridsat_2005.11.28.12.npz|data/interim/gridsat/2005/gridsat_2005.11.28.15.npz|data/interim/gridsat/2005/gridsat_2005.11.28.18.npz|data/interim/gridsat/2005/gridsat_2005.11.28.21.npz,3B-HHR.MS.MRG.3IMERG.20051128-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S210000-E212959.1260.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_0000Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T00:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.09.npz|data/interim/gridsat/2005/gridsat_2005.11.28.12.npz|data/interim/gridsat/2005/gridsat_2005.11.28.15.npz|data/interim/gridsat/2005/gridsat_2005.11.28.18.npz|data/interim/gridsat/2005/gridsat_2005.11.28.21.npz|data/interim/gridsat/2005/gridsat_2005.11.29.00.npz,3B-HHR.MS.MRG.3IMERG.20051128-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S000000-E002959.0000.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_0300Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T03:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.12.npz|data/interim/gridsat/2005/gridsat_2005.11.28.15.npz|data/interim/gridsat/2005/gridsat_2005.11.28.18.npz|data/interim/gridsat/2005/gridsat_2005.11.28.21.npz|data/interim/gridsat/2005/gridsat_2005.11.29.00.npz|data/interim/gridsat/2005/gridsat_2005.11.29.03.npz,3B-HHR.MS.MRG.3IMERG.20051128-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S030000-E032959.0180.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_0600Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T06:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.15.npz|data/interim/gridsat/2005/gridsat_2005.11.28.18.npz|data/interim/gridsat/2005/gridsat_2005.11.28.21.npz|data/interim/gridsat/2005/gridsat_2005.11.29.00.npz|data/interim/gridsat/2005/gridsat_2005.11.29.03.npz|data/interim/gridsat/2005/gridsat_2005.11.29.06.npz,3B-HHR.MS.MRG.3IMERG.20051128-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S060000-E062959.0360.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_0900Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T09:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.18.npz|data/interim/gridsat/2005/gridsat_2005.11.28.21.npz|data/interim/gridsat/2005/gridsat_2005.11.29.00.npz|data/interim/gridsat/2005/gridsat_2005.11.29.03.npz|data/interim/gridsat/2005/gridsat_2005.11.29.06.npz|data/interim/gridsat/2005/gridsat_2005.11.29.09.npz,3B-HHR.MS.MRG.3IMERG.20051128-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051128-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S090000-E092959.0540.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_1200Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T12:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.28.21.npz|data/interim/gridsat/2005/gridsat_2005.11.29.00.npz|data/interim/gridsat/2005/gridsat_2005.11.29.03.npz|data/interim/gridsat/2005/gridsat_2005.11.29.06.npz|data/interim/gridsat/2005/gridsat_2005.11.29.09.npz|data/interim/gridsat/2005/gridsat_2005.11.29.12.npz,3B-HHR.MS.MRG.3IMERG.20051128-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S120000-E122959.0720.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_1500Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T15:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.29.00.npz|data/interim/gridsat/2005/gridsat_2005.11.29.03.npz|data/interim/gridsat/2005/gridsat_2005.11.29.06.npz|data/interim/gridsat/2005/gridsat_2005.11.29.09.npz|data/interim/gridsat/2005/gridsat_2005.11.29.12.npz|data/interim/gridsat/2005/gridsat_2005.11.29.15.npz,3B-HHR.MS.MRG.3IMERG.20051129-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S150000-E152959.0900.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2005_UNNAMED_2_10_20051129_1800Z,NIO_2005_UNNAMED_2_10,UNNAMED_2_10,TRAIN,2005-11-29T18:00:00Z,data/interim/gridsat/2005/gridsat_2005.11.29.03.npz|data/interim/gridsat/2005/gridsat_2005.11.29.06.npz|data/interim/gridsat/2005/gridsat_2005.11.29.09.npz|data/interim/gridsat/2005/gridsat_2005.11.29.12.npz|data/interim/gridsat/2005/gridsat_2005.11.29.15.npz|data/interim/gridsat/2005/gridsat_2005.11.29.18.npz,3B-HHR.MS.MRG.3IMERG.20051129-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20051129-S180000-E182959.1080.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
