sample_id,storm_id,split,t0,grid_sat_t_minus_15h,grid_sat_t_minus_12h,grid_sat_t_minus_9h,grid_sat_t_minus_6h,grid_sat_t_minus_3h,grid_sat_t0,insat_t_minus_15h,insat_t_minus_12h,insat_t_minus_9h,insat_t_minus_6h,insat_t_minus_3h,insat_t0,insat_timestamps,timestamp_offsets_minutes,max_offset_minutes,mean_offset_minutes,channels,calibration_status,spatial_projection,spatial_shape,is_causal_verified,current_center_lat,current_center_lon,current_wind_kt,current_pressure_hpa,current_category,target_center_12h_lat,target_center_12h_lon,target_wind_12h_kt,target_pressure_12h_hpa,target_category_12h,has_target_12h,target_center_24h_lat,target_center_24h_lon,target_wind_24h_kt,target_pressure_24h_hpa,target_category_24h,has_target_24h,target_center_48h_lat,target_center_48h_lon,target_wind_48h_kt,target_pressure_48h_hpa,target_category_48h,has_target_48h
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,2019-04-27T09:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.26.18.npz,data/interim/gridsat/2019/gridsat_2019.04.26.21.npz,data/interim/gridsat/2019/gridsat_2019.04.27.00.npz,data/interim/gridsat/2019/gridsat_2019.04.27.03.npz,data/interim/gridsat/2019/gridsat_2019.04.27.06.npz,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,3DIMG_26APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,"[""2019-04-26T19:00:00Z"", ""2019-04-26T21:00:00Z"", ""2019-04-27T00:00:00Z"", ""2019-04-27T03:00:00Z"", ""2019-04-27T06:00:00Z"", ""2019-04-27T09:00:00Z""]","[60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,5.4,88.5,40.0,994.0,CS,6.9,87.9,45.0,992.0,CS,True,7.7,87.5,45.0,992.0,CS,True,9.7,86.8,45.0,992.0,CS,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,2019-04-27T12:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.26.21.npz,data/interim/gridsat/2019/gridsat_2019.04.27.00.npz,data/interim/gridsat/2019/gridsat_2019.04.27.03.npz,data/interim/gridsat/2019/gridsat_2019.04.27.06.npz,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,"[""2019-04-26T21:00:00Z"", ""2019-04-27T00:00:00Z"", ""2019-04-27T03:00:00Z"", ""2019-04-27T06:00:00Z"", ""2019-04-27T09:00:00Z"", ""2019-04-27T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,5.9,88.5,45.0,992.0,CS,7.3,87.9,45.0,992.0,CS,True,8.2,87.0,45.0,992.0,CS,True,10.1,86.7,55.0,986.0,SCS,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,2019-04-27T15:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.00.npz,data/interim/gridsat/2019/gridsat_2019.04.27.03.npz,data/interim/gridsat/2019/gridsat_2019.04.27.06.npz,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T00:00:00Z"", ""2019-04-27T03:00:00Z"", ""2019-04-27T06:00:00Z"", ""2019-04-27T09:00:00Z"", ""2019-04-27T12:00:00Z"", ""2019-04-27T15:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,6.3,88.5,45.0,992.0,CS,7.3,87.9,45.0,992.0,CS,True,8.3,86.9,45.0,992.0,CS,True,10.4,86.7,55.0,986.0,SCS,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,2019-04-27T18:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.03.npz,data/interim/gridsat/2019/gridsat_2019.04.27.06.npz,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1800_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T03:00:00Z"", ""2019-04-27T06:00:00Z"", ""2019-04-27T09:00:00Z"", ""2019-04-27T12:00:00Z"", ""2019-04-27T15:00:00Z"", ""2019-04-27T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,6.6,88.2,45.0,992.0,CS,7.4,87.8,45.0,992.0,CS,True,8.4,86.9,45.0,992.0,CS,True,10.8,86.6,55.0,986.0,SCS,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,2019-04-27T21:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.06.npz,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T06:00:00Z"", ""2019-04-27T09:00:00Z"", ""2019-04-27T12:00:00Z"", ""2019-04-27T15:00:00Z"", ""2019-04-27T19:00:00Z"", ""2019-04-27T21:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 60.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,6.9,87.9,45.0,992.0,CS,7.7,87.5,45.0,992.0,CS,True,8.5,86.9,45.0,992.0,CS,True,11.1,86.5,60.0,986.0,SCS,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,2019-04-28T00:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T09:00:00Z"", ""2019-04-27T12:00:00Z"", ""2019-04-27T15:00:00Z"", ""2019-04-27T19:00:00Z"", ""2019-04-27T21:00:00Z"", ""2019-04-28T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,7.3,87.9,45.0,992.0,CS,8.2,87.0,45.0,992.0,CS,True,8.6,86.9,45.0,992.0,CS,True,11.7,86.5,65.0,980.0,VSCS,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,2019-04-28T03:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T12:00:00Z"", ""2019-04-27T15:00:00Z"", ""2019-04-27T19:00:00Z"", ""2019-04-27T21:00:00Z"", ""2019-04-28T00:00:00Z"", ""2019-04-28T03:00:00Z""]","[0.0, 0.0, 60.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,7.3,87.9,45.0,992.0,CS,8.3,86.9,45.0,992.0,CS,True,8.7,86.9,45.0,992.0,CS,True,12.3,86.2,75.0,974.0,VSCS,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,2019-04-28T06:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T15:00:00Z"", ""2019-04-27T19:00:00Z"", ""2019-04-27T21:00:00Z"", ""2019-04-28T00:00:00Z"", ""2019-04-28T03:00:00Z"", ""2019-04-28T06:00:00Z""]","[0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,7.4,87.8,45.0,992.0,CS,8.4,86.9,45.0,992.0,CS,True,9.2,86.9,45.0,992.0,CS,True,12.6,85.7,80.0,970.0,VSCS,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,2019-04-28T09:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T19:00:00Z"", ""2019-04-27T21:00:00Z"", ""2019-04-28T00:00:00Z"", ""2019-04-28T03:00:00Z"", ""2019-04-28T06:00:00Z"", ""2019-04-28T09:00:00Z""]","[60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,7.7,87.5,45.0,992.0,CS,8.5,86.9,45.0,992.0,CS,True,9.7,86.8,45.0,992.0,CS,True,13.0,85.3,85.0,966.0,VSCS,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,2019-04-28T12:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,"[""2019-04-27T21:00:00Z"", ""2019-04-28T00:00:00Z"", ""2019-04-28T03:00:00Z"", ""2019-04-28T06:00:00Z"", ""2019-04-28T09:00:00Z"", ""2019-04-28T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,8.2,87.0,45.0,992.0,CS,8.6,86.9,45.0,992.0,CS,True,10.1,86.7,55.0,986.0,SCS,True,13.3,84.7,90.0,962.0,ESCS,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,2019-04-28T15:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T00:00:00Z"", ""2019-04-28T03:00:00Z"", ""2019-04-28T06:00:00Z"", ""2019-04-28T09:00:00Z"", ""2019-04-28T12:00:00Z"", ""2019-04-28T15:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,8.3,86.9,45.0,992.0,CS,8.7,86.9,45.0,992.0,CS,True,10.4,86.7,55.0,986.0,SCS,True,13.4,84.5,95.0,957.0,ESCS,True
NIO_2019_FANI_20190428_1800Z,NIO_2019_FANI,VALIDATION,2019-04-28T18:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1800_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T03:00:00Z"", ""2019-04-28T06:00:00Z"", ""2019-04-28T09:00:00Z"", ""2019-04-28T12:00:00Z"", ""2019-04-28T15:00:00Z"", ""2019-04-28T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,8.4,86.9,45.0,992.0,CS,9.2,86.9,45.0,992.0,CS,True,10.8,86.6,55.0,986.0,SCS,True,13.5,84.4,95.0,957.0,ESCS,True
NIO_2019_FANI_20190428_2100Z,NIO_2019_FANI,VALIDATION,2019-04-28T21:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_2100_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T06:00:00Z"", ""2019-04-28T09:00:00Z"", ""2019-04-28T12:00:00Z"", ""2019-04-28T15:00:00Z"", ""2019-04-28T19:00:00Z"", ""2019-04-28T21:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 60.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,8.5,86.9,45.0,992.0,CS,9.7,86.8,45.0,992.0,CS,True,11.1,86.5,60.0,986.0,SCS,True,13.6,84.2,95.0,957.0,ESCS,True
NIO_2019_FANI_20190429_0000Z,NIO_2019_FANI,VALIDATION,2019-04-29T00:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,data/interim/gridsat/2019/gridsat_2019.04.29.00.npz,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0000_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T09:00:00Z"", ""2019-04-28T12:00:00Z"", ""2019-04-28T15:00:00Z"", ""2019-04-28T19:00:00Z"", ""2019-04-28T21:30:00Z"", ""2019-04-29T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 30.0, 0.0]",60.0,15.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,8.6,86.9,45.0,992.0,CS,10.1,86.7,55.0,986.0,SCS,True,11.7,86.5,65.0,980.0,VSCS,True,13.9,84.0,95.0,957.0,ESCS,True
NIO_2019_FANI_20190429_0300Z,NIO_2019_FANI,VALIDATION,2019-04-29T03:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,data/interim/gridsat/2019/gridsat_2019.04.29.00.npz,data/interim/gridsat/2019/gridsat_2019.04.29.03.npz,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0300_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T12:00:00Z"", ""2019-04-28T15:00:00Z"", ""2019-04-28T19:00:00Z"", ""2019-04-28T21:30:00Z"", ""2019-04-29T00:00:00Z"", ""2019-04-29T03:00:00Z""]","[0.0, 0.0, 60.0, 30.0, 0.0, 0.0]",60.0,15.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,8.7,86.9,45.0,992.0,CS,10.4,86.7,55.0,986.0,SCS,True,12.3,86.2,75.0,974.0,VSCS,True,14.1,83.9,95.0,957.0,ESCS,True
NIO_2019_FANI_20190429_0600Z,NIO_2019_FANI,VALIDATION,2019-04-29T06:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,data/interim/gridsat/2019/gridsat_2019.04.29.00.npz,data/interim/gridsat/2019/gridsat_2019.04.29.03.npz,data/interim/gridsat/2019/gridsat_2019.04.29.06.npz,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0600_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T15:00:00Z"", ""2019-04-28T19:00:00Z"", ""2019-04-28T21:30:00Z"", ""2019-04-29T00:00:00Z"", ""2019-04-29T03:00:00Z"", ""2019-04-29T06:00:00Z""]","[0.0, 60.0, 30.0, 0.0, 0.0, 0.0]",60.0,15.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,9.2,86.9,45.0,992.0,CS,10.8,86.6,55.0,986.0,SCS,True,12.6,85.7,80.0,970.0,VSCS,True,14.2,83.9,95.0,957.0,ESCS,True
NIO_2019_FANI_20190429_0900Z,NIO_2019_FANI,VALIDATION,2019-04-29T09:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,data/interim/gridsat/2019/gridsat_2019.04.29.00.npz,data/interim/gridsat/2019/gridsat_2019.04.29.03.npz,data/interim/gridsat/2019/gridsat_2019.04.29.06.npz,data/interim/gridsat/2019/gridsat_2019.04.29.09.npz,3DIMG_28APR2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28APR2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0900_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T19:00:00Z"", ""2019-04-28T21:30:00Z"", ""2019-04-29T00:00:00Z"", ""2019-04-29T03:00:00Z"", ""2019-04-29T06:00:00Z"", ""2019-04-29T09:00:00Z""]","[60.0, 30.0, 0.0, 0.0, 0.0, 0.0]",60.0,15.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,9.7,86.8,45.0,992.0,CS,11.1,86.5,60.0,986.0,SCS,True,13.0,85.3,85.0,966.0,VSCS,True,14.5,84.1,95.0,955.0,ESCS,True
NIO_2019_FANI_20190429_1200Z,NIO_2019_FANI,VALIDATION,2019-04-29T12:00:00Z,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,data/interim/gridsat/2019/gridsat_2019.04.29.00.npz,data/interim/gridsat/2019/gridsat_2019.04.29.03.npz,data/interim/gridsat/2019/gridsat_2019.04.29.06.npz,data/interim/gridsat/2019/gridsat_2019.04.29.09.npz,data/interim/gridsat/2019/gridsat_2019.04.29.12.npz,3DIMG_28APR2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_29APR2019_1200_L1C_ASIA_MER_V01R00.h5,"[""2019-04-28T21:30:00Z"", ""2019-04-29T00:00:00Z"", ""2019-04-29T03:00:00Z"", ""2019-04-29T06:00:00Z"", ""2019-04-29T09:00:00Z"", ""2019-04-29T12:00:00Z""]","[30.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,5.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.1,86.7,55.0,986.0,SCS,11.7,86.5,65.0,980.0,VSCS,True,13.3,84.7,90.0,962.0,ESCS,True,14.9,84.1,100.0,950.0,ESCS,True
