storm_id,storm_name,year,start_time_utc,end_time_utc,num_observations,split,source_file,source_report,first_source_page,last_source_page,quality_status,manual_review_count
NIO_2006_UNNAMED_2_9_1,,2006,2006-09-21T03:00:00+00:00,2006-09-24T00:00:00+00:00,24,TRAIN,27_b1dd60_rsmc-2006 .pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2006,64,64,OK,0
NIO_2006_UNNAMED_2_11_1,,2006,2006-09-28T09:00:00+00:00,2006-09-30T00:00:00+00:00,14,TRAIN,27_b1dd60_rsmc-2006 .pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2006,74,74,OK,0
NIO_2006_UNNAMED_2_12_1,,2006,2006-10-29T00:00:00+00:00,2006-10-30T09:00:00+00:00,12,TRAIN,27_b1dd60_rsmc-2006 .pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2006,79,79,OK,0
NIO_2006_UNNAMED_2_4_1,,2006,,,17,TRAIN,27_b1dd60_rsmc-2006 .pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2006,36,36,REVIEW_REQUIRED,17
NIO_2007_UNNAMED_2_1_1,,2007,2007-05-03T12:00:00+00:00,2007-05-04T21:00:00+00:00,12,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,23,23,OK,0
NIO_2007_UNNAMED_2_2_1,,2007,2007-05-13T03:00:00+00:00,2007-05-14T21:00:00+00:00,15,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,26,26,OK,0
NIO_2007_UNNAMED_2_3_1,,2007,2007-06-01T18:00:00+00:00,2007-06-07T03:00:00+00:00,43,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,32,32,OK,0
NIO_2007_UNNAMED_05,,2007,2007-06-21T03:00:00+00:00,2007-06-23T09:00:00+00:00,19,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,41,41,OK,0
NIO_2007_UNNAMED_2_5_1,,2007,2007-06-25T03:00:00+00:00,2007-06-26T00:00:00+00:00,8,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,46,46,OK,0
NIO_2007_UNNAMED_2_6_1,,2007,2007-06-28T00:00:00+00:00,2007-06-30T12:00:00+00:00,21,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,51,51,OK,0
NIO_2007_UNNAMED_08,,2007,2007-07-04T03:00:00+00:00,2007-07-09T09:00:00+00:00,43,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,57,57,OK,0
NIO_2007_UNNAMED_09,,2007,2007-08-05T00:00:00+00:00,2007-08-07T09:00:00+00:00,20,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,62,62,OK,0
NIO_2007_UNNAMED_10,,2007,2007-09-21T12:00:00+00:00,2007-09-24T09:00:00+00:00,24,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,67,67,OK,0
NIO_2007_UNNAMED_2_10_1,,2007,2007-10-27T18:00:00+00:00,2007-10-29T00:00:00+00:00,10,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,71,71,OK,0
NIO_2007_UNNAMED_2_11_1,,2007,2007-10-27T18:00:00+00:00,2007-11-02T09:00:00+00:00,39,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,75,75,REVIEW_REQUIRED,2
NIO_2007_UNNAMED_2_12_1,,2007,2007-11-11T09:00:00+00:00,2007-11-16T03:00:00+00:00,39,TRAIN,27_82fddf_rsmc-2007.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2007,80,80,OK,0
NIO_2008_NARGIS,NARGIS,2008,2008-04-27T03:00:00+00:00,2008-05-01T21:00:00+00:00,41,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,30,30,OK,0
NIO_2008_UNNAMED_2_2_1,,2008,2008-06-05T00:00:00+00:00,2008-06-06T21:00:00+00:00,16,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,38,38,OK,0
NIO_2008_UNNAMED_2_3_1,,2008,2008-06-16T03:00:00+00:00,2008-06-18T03:00:00+00:00,7,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,42,42,OK,0
NIO_2008_UNNAMED_2_4_1,,2008,2008-08-09T12:00:00+00:00,2008-08-10T09:00:00+00:00,3,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,44,44,OK,0
NIO_2008_UNNAMED_2_5_1,,2008,2008-09-15T12:00:00+00:00,2008-09-19T09:00:00+00:00,18,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,47,47,OK,0
NIO_2008_UNNAMED_05,,2008,2008-10-19T09:00:00+00:00,2008-10-22T12:00:00+00:00,8,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,52,52,OK,0
NIO_2008_RASHMI,RASHMI,2008,2008-10-25T03:00:00+00:00,2008-10-27T03:00:00+00:00,13,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,57,57,OK,0
NIO_2008_UNNAMED_2_8_1,,2008,2008-11-13T12:00:00+00:00,2008-11-16T03:00:00+00:00,20,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,63,63,OK,0
NIO_2008_NISHA,NISHA,2008,2008-11-25T09:00:00+00:00,2008-11-27T12:00:00+00:00,17,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,70,70,OK,0
NIO_2008_UNNAMED_2_10_1,,2008,2008-12-04T03:00:00+00:00,2008-12-07T12:00:00+00:00,17,TRAIN,27_56679c_rsmc-2008.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2008,79,79,OK,0
NIO_2009_BIJLI,BIJLI,2009,2009-04-14T09:00:00+00:00,2009-04-17T15:00:00+00:00,24,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,39,39,OK,0
NIO_2009_WARD,WARD,2009,2009-05-11T00:00:00+00:00,2009-12-15T00:00:00+00:00,30,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,83,83,REVIEW_REQUIRED,1
NIO_2009_UNNAMED_2_2_1,,2009,2009-05-23T06:00:00+00:00,2009-05-25T12:00:00+00:00,16,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,45,45,OK,0
NIO_2009_UNNAMED_2_3_1,,2009,2009-06-23T00:00:00+00:00,2009-06-24T00:00:00+00:00,7,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,62,62,OK,0
NIO_2009_UNNAMED_2_4_1,,2009,2009-06-25T09:00:00+00:00,2009-06-25T18:00:00+00:00,3,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,64,64,OK,0
NIO_2009_UNNAMED_2_5_1,,2009,2009-07-20T03:00:00+00:00,2009-07-21T06:00:00+00:00,7,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,68,68,OK,0
NIO_2009_UNNAMED_2_6_1,,2009,2009-09-05T00:00:00+00:00,2009-09-07T09:00:00+00:00,14,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,71,71,OK,0
NIO_2009_PHYAN,PHYAN,2009,2009-11-09T09:00:00+00:00,2009-11-11T18:00:00+00:00,16,TRAIN,27_4e34f3_rsmc-2009.pdf,CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2009: A REPORT,78,78,OK,0
NIO_2010_IS,IS,2010,2010-05-17T06:00:00+00:00,2010-05-19T06:00:00+00:00,14,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,36,36,OK,0
NIO_2010_BANDU,BANDU,2010,2010-05-19T09:00:00+00:00,2010-05-22T18:00:00+00:00,25,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,57,57,OK,0
NIO_2010_PHET,PHET,2010,2010-05-31T06:00:00+00:00,2010-06-03T06:00:00+00:00,22,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,63,63,OK,0
NIO_2010_UNNAMED_2_4_1,,2010,2010-10-07T03:00:00+00:00,2010-10-08T18:00:00+00:00,9,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,77,77,OK,0
NIO_2010_UNNAMED_2_5_1,,2010,2010-10-13T06:00:00+00:00,2010-10-16T00:00:00+00:00,14,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,82,82,OK,0
NIO_2010_GIRI,GIRI,2010,2010-10-20T12:00:00+00:00,2010-10-23T06:00:00+00:00,21,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,84,84,OK,0
NIO_2010_JAL,JAL,2010,2010-11-04T00:00:00+00:00,2010-11-08T03:00:00+00:00,30,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,93,93,OK,0
NIO_2010_UNNAMED_2_8_1,,2010,,,5,TRAIN,27_7aaf4d_rsmc-2010.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2010,103,103,REVIEW_REQUIRED,5
NIO_2011_UNNAMED_2_1_1,,2011,2011-02-02T09:00:00+00:00,2011-02-02T18:00:00+00:00,3,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,33,33,OK,0
NIO_2011_UNNAMED_2_2_1,,2011,2011-06-11T12:00:00+00:00,2011-06-12T06:00:00+00:00,5,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,35,35,OK,0
NIO_2011_UNNAMED_2_3_1,,2011,2011-06-16T03:00:00+00:00,2011-06-22T18:00:00+00:00,34,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,40,40,OK,0
NIO_2011_UNNAMED_2_4_1,,2011,2011-07-22T03:00:00+00:00,2011-07-23T00:00:00+00:00,4,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,63,63,OK,0
NIO_2011_IS,IS,2011,2011-09-22T03:00:00+00:00,2011-10-20T00:00:00+00:00,13,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,68,75,OK,0
NIO_2011_KEILA,KEILA,2011,2011-10-29T00:00:00+00:00,2011-11-02T18:00:00+00:00,25,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,82,82,OK,0
NIO_2011_UNNAMED_2_8_1,,2011,2011-11-06T06:00:00+00:00,2011-11-10T03:00:00+00:00,20,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,97,97,OK,0
NIO_2011_UNNAMED_2_9_1,,2011,2011-11-26T03:00:00+00:00,2011-12-01T06:00:00+00:00,27,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,107,107,REVIEW_REQUIRED,1
NIO_2011_THANE,THANE,2011,2011-12-25T12:00:00+00:00,2011-12-30T12:00:00+00:00,36,TRAIN,27_2f6165_rsmc-2011.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2011,118,118,OK,0
NIO_2012_UNNAMED_2_1_1,,2012,2012-10-10T12:00:00+00:00,2012-10-11T03:00:00+00:00,5,TRAIN,27_2138f3_rsmc-2012.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2012,35,35,OK,0
