storm_id,storm_name,year,split,start_timestamp_utc,end_timestamp_utc,total_original_samples,has_insat_coverage,paired_multisource_samples,missing_insat_samples,coverage_status
NIO_2006_UNNAMED_2_9_1,NIO_2006_UNNAMED_2_9_1,2006,TRAIN,2006-09-21T03:00:00+00:00,2006-09-24T00:00:00+00:00,8,False,0,8,PRE_INSAT3D
NIO_2006_UNNAMED_2_11_1,NIO_2006_UNNAMED_2_11_1,2006,TRAIN,2006-09-28T09:00:00+00:00,2006-09-30T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2006_UNNAMED_2_12_1,NIO_2006_UNNAMED_2_12_1,2006,TRAIN,2006-10-29T00:00:00+00:00,2006-10-30T09:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2007_UNNAMED_2_1_1,NIO_2007_UNNAMED_2_1_1,2007,TRAIN,2007-05-03T12:00:00+00:00,2007-05-04T21:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2007_UNNAMED_2_2_1,NIO_2007_UNNAMED_2_2_1,2007,TRAIN,2007-05-13T03:00:00+00:00,2007-05-14T21:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2007_UNNAMED_2_3_1,NIO_2007_UNNAMED_2_3_1,2007,TRAIN,2007-06-01T18:00:00+00:00,2007-06-07T03:00:00+00:00,26,False,0,26,PRE_INSAT3D
NIO_2007_UNNAMED_05,NIO_2007_UNNAMED_05,2007,TRAIN,2007-06-21T03:00:00+00:00,2007-06-23T09:00:00+00:00,3,False,0,3,PRE_INSAT3D
NIO_2007_UNNAMED_2_5_1,NIO_2007_UNNAMED_2_5_1,2007,TRAIN,2007-06-25T03:00:00+00:00,2007-06-26T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2007_UNNAMED_2_6_1,NIO_2007_UNNAMED_2_6_1,2007,TRAIN,2007-06-28T00:00:00+00:00,2007-06-30T12:00:00+00:00,5,False,0,5,PRE_INSAT3D
NIO_2007_UNNAMED_08,NIO_2007_UNNAMED_08,2007,TRAIN,2007-07-04T03:00:00+00:00,2007-07-09T09:00:00+00:00,27,False,0,27,PRE_INSAT3D
NIO_2007_UNNAMED_09,NIO_2007_UNNAMED_09,2007,TRAIN,2007-08-05T00:00:00+00:00,2007-08-07T09:00:00+00:00,4,False,0,4,PRE_INSAT3D
NIO_2007_UNNAMED_10,NIO_2007_UNNAMED_10,2007,TRAIN,2007-09-21T12:00:00+00:00,2007-09-24T09:00:00+00:00,8,False,0,8,PRE_INSAT3D
NIO_2007_UNNAMED_2_10_1,NIO_2007_UNNAMED_2_10_1,2007,TRAIN,2007-10-27T18:00:00+00:00,2007-10-29T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2007_UNNAMED_2_11_1,NIO_2007_UNNAMED_2_11_1,2007,TRAIN,2007-10-27T18:00:00+00:00,2007-11-02T09:00:00+00:00,12,False,0,12,PRE_INSAT3D
NIO_2007_UNNAMED_2_12_1,NIO_2007_UNNAMED_2_12_1,2007,TRAIN,2007-11-11T09:00:00+00:00,2007-11-16T03:00:00+00:00,23,False,0,23,PRE_INSAT3D
NIO_2008_NARGIS,NARGIS,2008,TRAIN,2008-04-27T03:00:00+00:00,2008-05-02T03:00:00+00:00,25,False,0,25,PRE_INSAT3D
NIO_2008_UNNAMED_2_2_1,NIO_2008_UNNAMED_2_2_1,2008,TRAIN,2008-06-05T00:00:00+00:00,2008-06-06T21:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2008_UNNAMED_2_3_1,NIO_2008_UNNAMED_2_3_1,2008,TRAIN,2008-06-16T03:00:00+00:00,2008-06-18T03:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2008_UNNAMED_2_4_1,NIO_2008_UNNAMED_2_4_1,2008,TRAIN,2008-08-09T12:00:00+00:00,2008-08-10T09:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2008_UNNAMED_2_5_1,NIO_2008_UNNAMED_2_5_1,2008,TRAIN,2008-09-15T12:00:00+00:00,2008-09-19T09:00:00+00:00,3,False,0,3,PRE_INSAT3D
NIO_2008_UNNAMED_05,NIO_2008_UNNAMED_05,2008,TRAIN,2008-10-19T09:00:00+00:00,2008-10-22T12:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2008_RASHMI,RASHMI,2008,TRAIN,2008-10-25T03:00:00+00:00,2008-10-27T03:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2008_UNNAMED_2_8_1,NIO_2008_UNNAMED_2_8_1,2008,TRAIN,2008-11-13T12:00:00+00:00,2008-11-16T03:00:00+00:00,4,False,0,4,PRE_INSAT3D
NIO_2008_NISHA,NISHA,2008,TRAIN,2008-11-25T09:00:00+00:00,2008-11-27T12:00:00+00:00,2,False,0,2,PRE_INSAT3D
NIO_2008_UNNAMED_2_10_1,NIO_2008_UNNAMED_2_10_1,2008,TRAIN,2008-12-04T03:00:00+00:00,2008-12-07T12:00:00+00:00,1,False,0,1,PRE_INSAT3D
NIO_2009_BIJLI,BIJLI,2009,TRAIN,2009-04-14T09:00:00+00:00,2009-04-17T15:00:00+00:00,7,False,0,7,PRE_INSAT3D
NIO_2009_WARD,WARD,2009,TRAIN,2009-05-11T00:00:00+00:00,2009-12-15T00:00:00+00:00,6,False,0,6,PRE_INSAT3D
NIO_2009_UNNAMED_2_2_1,NIO_2009_UNNAMED_2_2_1,2009,TRAIN,2009-05-23T06:00:00+00:00,2009-05-25T12:00:00+00:00,2,False,0,2,PRE_INSAT3D
NIO_2009_UNNAMED_2_3_1,NIO_2009_UNNAMED_2_3_1,2009,TRAIN,2009-06-23T00:00:00+00:00,2009-06-24T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2009_UNNAMED_2_4_1,NIO_2009_UNNAMED_2_4_1,2009,TRAIN,2009-06-25T09:00:00+00:00,2009-06-25T18:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2009_UNNAMED_2_5_1,NIO_2009_UNNAMED_2_5_1,2009,TRAIN,2009-07-20T03:00:00+00:00,2009-07-21T06:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2009_UNNAMED_2_6_1,NIO_2009_UNNAMED_2_6_1,2009,TRAIN,2009-09-05T00:00:00+00:00,2009-09-07T09:00:00+00:00,1,False,0,1,PRE_INSAT3D
NIO_2009_PHYAN,PHYAN,2009,TRAIN,2009-11-09T09:00:00+00:00,2009-11-11T18:00:00+00:00,2,False,0,2,PRE_INSAT3D
NIO_2010_IS,IS,2010,TRAIN,2010-05-17T06:00:00+00:00,2010-05-19T06:00:00+00:00,1,False,0,1,PRE_INSAT3D
NIO_2010_BANDU,BANDU,2010,TRAIN,2010-05-19T09:00:00+00:00,2010-05-22T18:00:00+00:00,7,False,0,7,PRE_INSAT3D
NIO_2010_PHET,PHET,2010,TRAIN,2010-05-31T06:00:00+00:00,2010-06-03T06:00:00+00:00,6,False,0,6,PRE_INSAT3D
NIO_2010_UNNAMED_2_4_1,NIO_2010_UNNAMED_2_4_1,2010,TRAIN,2010-10-07T03:00:00+00:00,2010-10-08T18:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2010_UNNAMED_2_5_1,NIO_2010_UNNAMED_2_5_1,2010,TRAIN,2010-10-13T06:00:00+00:00,2010-10-16T00:00:00+00:00,4,False,0,4,PRE_INSAT3D
NIO_2010_GIRI,GIRI,2010,TRAIN,2010-10-20T12:00:00+00:00,2010-10-23T06:00:00+00:00,5,False,0,5,PRE_INSAT3D
NIO_2010_JAL,JAL,2010,TRAIN,2010-11-04T00:00:00+00:00,2010-11-08T03:00:00+00:00,13,False,0,13,PRE_INSAT3D
NIO_2011_UNNAMED_2_1_1,NIO_2011_UNNAMED_2_1_1,2011,TRAIN,2011-02-02T09:00:00+00:00,2011-02-02T18:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2011_UNNAMED_2_2_1,NIO_2011_UNNAMED_2_2_1,2011,TRAIN,2011-06-11T12:00:00+00:00,2011-06-12T06:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2011_UNNAMED_2_3_1,NIO_2011_UNNAMED_2_3_1,2011,TRAIN,2011-06-16T03:00:00+00:00,2011-06-22T18:00:00+00:00,19,False,0,19,PRE_INSAT3D
NIO_2011_UNNAMED_2_4_1,NIO_2011_UNNAMED_2_4_1,2011,TRAIN,2011-07-22T03:00:00+00:00,2011-07-23T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2011_IS,IS,2011,TRAIN,2011-09-22T03:00:00+00:00,2011-10-20T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2011_KEILA,KEILA,2011,TRAIN,2011-10-29T00:00:00+00:00,2011-11-02T18:00:00+00:00,9,False,0,9,PRE_INSAT3D
NIO_2011_UNNAMED_2_8_1,NIO_2011_UNNAMED_2_8_1,2011,TRAIN,2011-11-06T06:00:00+00:00,2011-11-10T03:00:00+00:00,8,False,0,8,PRE_INSAT3D
NIO_2011_UNNAMED_2_9_1,NIO_2011_UNNAMED_2_9_1,2011,TRAIN,2011-11-26T03:00:00+00:00,2011-12-01T06:00:00+00:00,10,False,0,10,PRE_INSAT3D
NIO_2011_THANE,THANE,2011,TRAIN,2011-12-25T12:00:00+00:00,2011-12-30T12:00:00+00:00,19,False,0,19,PRE_INSAT3D
NIO_2012_UNNAMED_2_1_1,NIO_2012_UNNAMED_2_1_1,2012,TRAIN,2012-10-10T12:00:00+00:00,2012-10-11T03:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2012_MURJAN,MURJAN,2012,TRAIN,2012-10-23T03:00:00+00:00,2012-10-26T03:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2012_NILAM,NILAM,2012,TRAIN,2012-10-28T06:00:00+00:00,2012-10-31T06:00:00+00:00,4,False,0,4,PRE_INSAT3D
NIO_2012_UNNAMED_2_4_1,NIO_2012_UNNAMED_2_4_1,2012,TRAIN,2012-11-17T06:00:00+00:00,2012-11-19T12:00:00+00:00,2,False,0,2,PRE_INSAT3D
NIO_2012_ECEMBER,ECEMBER,2012,TRAIN,2012-12-22T09:00:00+00:00,2012-12-25T00:00:00+00:00,1,False,0,1,PRE_INSAT3D
NIO_2013_VIYARU,VIYARU,2013,TRAIN,2013-05-10T09:00:00+00:00,2013-05-15T06:00:00+00:00,21,False,0,21,PRE_INSAT3D
NIO_2013_UNNAMED_2_2_1,NIO_2013_UNNAMED_2_2_1,2013,TRAIN,2013-05-29T03:00:00+00:00,2013-05-31T09:00:00+00:00,2,False,0,2,PRE_INSAT3D
NIO_2013_UNNAMED_2_3_1,NIO_2013_UNNAMED_2_3_1,2013,TRAIN,2013-07-30T03:00:00+00:00,2013-08-01T00:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2013_IGHA,IGHA,2013,TRAIN,2013-08-20T00:00:00+00:00,2013-08-20T03:00:00+00:00,0,False,0,0,NO_GRID_SAMPLES
NIO_2013_PHAILIN,PHAILIN,2013,TRAIN,2013-10-08T03:00:00+00:00,2013-10-13T00:00:00+00:00,20,False,0,20,PRE_INSAT3D
NIO_2013_UNNAMED_2_6_1,NIO_2013_UNNAMED_2_6_1,2013,TRAIN,2013-11-08T06:00:00+00:00,2013-11-11T06:00:00+00:00,5,False,0,5,PRE_INSAT3D
NIO_2013_UNNAMED_2_8_1,NIO_2013_UNNAMED_2_8_1,2013,TRAIN,2013-11-19T00:00:00+00:00,2013-11-22T18:00:00+00:00,12,False,0,12,PRE_INSAT3D
NIO_2013_LEHAR,LEHAR,2013,TRAIN,2013-11-23T12:00:00+00:00,2013-11-28T03:00:00+00:00,20,False,0,20,PRE_INSAT3D
NIO_2013_MADI,MADI,2013,TRAIN,2013-12-06T03:00:00+00:00,2013-12-10T12:00:00+00:00,16,False,0,16,PRE_INSAT3D
NIO_2014_ARE,ARE,2014,TRAIN,2014-01-04T03:00:00+00:00,2014-05-23T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2014_UNNAMED_2_3_1,NIO_2014_UNNAMED_2_3_1,2014,TRAIN,2014-06-10T09:00:00+00:00,2014-06-14T00:00:00+00:00,9,True,11,0,COVERED_INSAT3D
NIO_2014_UNNAMED_02,NIO_2014_UNNAMED_02,2014,TRAIN,2014-07-21T03:00:00+00:00,2014-07-22T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2014_UNNAMED_03,NIO_2014_UNNAMED_03,2014,TRAIN,2014-08-03T12:00:00+00:00,2014-08-07T00:00:00+00:00,7,True,8,0,COVERED_INSAT3D
NIO_2014_HUDHUD,HUDHUD,2014,TRAIN,2014-10-07T03:00:00+00:00,2014-10-08T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2014_NILOFAR,NILOFAR,2014,TRAIN,2014-10-25T00:00:00+00:00,2014-10-28T00:00:00+00:00,5,True,6,0,COVERED_INSAT3D
NIO_2014_UNNAMED_04,NIO_2014_UNNAMED_04,2014,TRAIN,2014-11-05T09:00:00+00:00,2014-11-08T00:00:00+00:00,3,True,3,0,COVERED_INSAT3D
NIO_2015_ASHOBAA,ASHOBAA,2015,TRAIN,2015-06-07T03:00:00+00:00,2015-06-08T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2015_UNNAMED_2_2_1,NIO_2015_UNNAMED_2_2_1,2015,TRAIN,2015-06-20T03:00:00+00:00,2015-06-21T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2015_UNNAMED_2_3_1,NIO_2015_UNNAMED_2_3_1,2015,TRAIN,2015-06-22T03:00:00+00:00,2015-06-24T18:00:00+00:00,3,True,3,0,COVERED_INSAT3D
NIO_2015_UNNAMED_2_4_1,NIO_2015_UNNAMED_2_4_1,2015,TRAIN,2015-07-10T03:00:00+00:00,2015-07-12T09:00:00+00:00,3,True,3,0,COVERED_INSAT3D
NIO_2015_KOMEN,KOMEN,2015,TRAIN,2015-07-26T00:00:00+00:00,2015-07-31T00:00:00+00:00,13,True,16,0,COVERED_INSAT3D
NIO_2015_UNNAMED_2_5_1,NIO_2015_UNNAMED_2_5_1,2015,TRAIN,2015-07-27T12:00:00+00:00,2015-07-29T06:00:00+00:00,0,True,13,0,COVERED_INSAT3D
NIO_2015_UNNAMED_2_7_1,NIO_2015_UNNAMED_2_7_1,2015,TRAIN,2015-08-04T03:00:00+00:00,2015-08-04T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2015_UNNAMED_2_8_1,NIO_2015_UNNAMED_2_8_1,2015,TRAIN,2015-09-16T03:00:00+00:00,2015-09-19T00:00:00+00:00,8,True,8,0,COVERED_INSAT3D
NIO_2015_UNNAMED_2_9_1,NIO_2015_UNNAMED_2_9_1,2015,TRAIN,2015-10-09T00:00:00+00:00,2015-10-12T00:00:00+00:00,5,True,6,0,COVERED_INSAT3D
NIO_2015_CHAPALA,CHAPALA,2015,TRAIN,2015-10-28T03:00:00+00:00,2015-11-01T06:00:00+00:00,14,True,14,0,COVERED_INSAT3D
NIO_2015_MEGH,MEGH,2015,TRAIN,2015-11-05T00:00:00+00:00,2015-11-08T18:00:00+00:00,14,True,14,0,COVERED_INSAT3D
NIO_2015_UNNAMED_2_12_1,NIO_2015_UNNAMED_2_12_1,2015,TRAIN,2015-11-08T03:00:00+00:00,2015-11-10T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2016_UNNAMED_2_1_1,NIO_2016_UNNAMED_2_1_1,2016,TRAIN,2016-05-17T03:00:00+00:00,2016-05-18T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2016_UNNAMED_2_2_1,NIO_2016_UNNAMED_2_2_1,2016,TRAIN,2016-06-27T09:00:00+00:00,2016-06-29T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2016_UNNAMED_2_3_1,NIO_2016_UNNAMED_2_3_1,2016,TRAIN,2016-07-06T03:00:00+00:00,2016-07-07T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2016_UNNAMED_2_4_1,NIO_2016_UNNAMED_2_4_1,2016,TRAIN,2016-08-09T09:00:00+00:00,2016-08-12T18:00:00+00:00,6,True,7,0,COVERED_INSAT3D
NIO_2016_UNNAMED_2_5_1,NIO_2016_UNNAMED_2_5_1,2016,TRAIN,2016-08-16T12:00:00+00:00,2016-08-20T18:00:00+00:00,10,True,12,0,COVERED_INSAT3D
NIO_2016_KYANT,KYANT,2016,TRAIN,2016-10-21T00:00:00+00:00,2016-10-27T03:00:00+00:00,6,True,6,0,COVERED_INSAT3D
NIO_2016_UNNAMED_2_7_1,NIO_2016_UNNAMED_2_7_1,2016,TRAIN,2016-11-02T15:00:00+00:00,2016-11-06T03:00:00+00:00,1,True,1,0,COVERED_INSAT3D
NIO_2016_UNNAMED_2_8_1,NIO_2016_UNNAMED_2_8_1,2016,TRAIN,2016-11-29T12:00:00+00:00,2016-12-01T21:00:00+00:00,2,True,2,0,COVERED_INSAT3D
NIO_2016_VARDAH,VARDAH,2016,TRAIN,2016-12-06T09:00:00+00:00,2016-12-08T06:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2016_UNNAMED_2_10_1,NIO_2016_UNNAMED_2_10_1,2016,TRAIN,2016-12-17T03:00:00+00:00,2016-12-18T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_MAARUTHA,MAARUTHA,2017,TRAIN,2017-04-15T00:00:00+00:00,2017-04-16T06:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_MORA,MORA,2017,TRAIN,2017-05-28T00:00:00+00:00,2017-05-30T18:00:00+00:00,6,True,7,0,COVERED_INSAT3D
NIO_2017_UNNAMED_2_3_1,NIO_2017_UNNAMED_2_3_1,2017,TRAIN,2017-06-11T12:00:00+00:00,2017-06-12T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_UNNAMED_2_4_1,NIO_2017_UNNAMED_2_4_1,2017,TRAIN,2017-07-18T00:00:00+00:00,2017-07-19T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_UNNAMED_2_6_1,NIO_2017_UNNAMED_2_6_1,2017,TRAIN,2017-10-09T00:00:00+00:00,2017-10-10T06:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_UNNAMED_2_7_1,NIO_2017_UNNAMED_2_7_1,2017,TRAIN,2017-10-19T00:00:00+00:00,2017-10-19T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_UNNAMED_2_8_1,NIO_2017_UNNAMED_2_8_1,2017,TRAIN,2017-11-15T03:00:00+00:00,2017-11-17T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2017_OCKHI,OCKHI,2017,TRAIN,2017-11-29T03:00:00+00:00,2017-12-01T18:00:00+00:00,3,True,3,0,COVERED_INSAT3D
